ID,TARGET,PREDICTION
800,0,0.37358654
806,0,0.37105003
807,0,0.37085268
808,0,0.37358654
811,0,0.37358654
812,0,0.41432855
813,0,0.37103325
814,0,0.37443772
815,0,0.3790811
816,0,0.37085268
818,1,0.4083817
820,0,0.3735502
822,0,0.37305093
823,0,0.38208702
827,0,0.37593323
828,0,0.37916297
829,0,0.37085268
834,0,0.37305093
835,0,0.38549888
836,0,0.41800246
838,0,0.37085268
846,0,0.38717982
847,0,0.37309566
849,0,0.37912607
850,0,0.37085268
851,0,0.37869257
852,0,0.37381274
857,0,0.37147325
858,0,0.3713281
859,0,0.37085268
860,0,0.38237026
862,0,0.3734979
863,0,0.3834668
864,0,0.37869257
868,0,0.37085268
869,0,0.37806812
877,0,0.37085268
878,0,0.41067016
881,0,0.37085268
882,0,0.37812307
885,0,0.37309566
887,0,0.37605238
888,0,0.386168
889,0,0.38247126
891,0,0.37174815
898,0,0.37105003
903,0,0.38448372
904,0,0.37423733
906,0,0.37452906
907,0,0.37869257
908,0,0.37085268
909,0,0.41001672
910,0,0.37358654
911,0,0.3761502
913,0,0.37085268
916,0,0.37085268
920,0,0.38733557
924,0,0.3736181
925,0,0.3715089
927,0,0.3714723
928,0,0.37648258
932,0,0.37085268
933,0,0.37301424
934,0,0.37305093
935,0,0.37354264
936,0,0.37869257
940,1,0.39372543
942,0,0.38683373
943,0,0.37358654
944,0,0.37085268
945,0,0.37573704
948,0,0.37358654
949,0,0.37869257
958,0,0.37085268
959,0,0.37687606
961,0,0.37354264
962,0,0.37085268
964,0,0.37389597
965,0,0.37085268
967,0,0.37085268
968,0,0.41319743
970,0,0.37869257
973,0,0.37085268
974,0,0.37358654
976,0,0.37517527
977,0,0.3753739
978,0,0.37085268
979,0,0.39463174
981,0,0.37178752
984,0,0.37105003
986,0,0.37085268
989,0,0.42095643
990,1,0.41614044
993,0,0.3714723
994,0,0.37647566
997,0,0.37108666
999,0,0.39582443
1000,1,0.4219202
1003,0,0.37358654
1006,0,0.37365258
1007,0,0.3789268
1008,0,0.37105003
1009,0,0.3739735
1017,0,0.37129146
1018,0,0.394355
1019,0,0.42807075
1020,0,0.3791215
1021,0,0.37085268
1027,0,0.38283926
1030,0,0.37389597
1031,0,0.37905568
1033,0,0.37085268
1035,0,0.39368424
1038,0,0.38653633
1040,0,0.37354264
1041,0,0.38140574
1043,0,0.37085268
1044,0,0.37085268
1047,0,0.37573704
1048,0,0.37085268
1049,0,0.3753555
1051,0,0.4236215
1053,0,0.3764244
1054,0,0.37305093
1056,0,0.37869257
1059,0,0.37745816
1061,0,0.37869257
1069,0,0.37350592
1071,0,0.37085268
1073,0,0.37774602
1074,0,0.37305093
1075,0,0.37916297
1076,0,0.37358654
1080,0,0.37320453
1083,0,0.3927316
1084,0,0.37714925
1085,0,0.37085268
1086,0,0.37394947
1087,0,0.37305093
1088,0,0.3755769
1089,0,0.37085268
1090,0,0.37687606
1091,0,0.4236215
1092,0,0.37108666
1095,0,0.38126138
1096,0,0.37085268
1097,0,0.3714723
1098,0,0.38318014
1099,0,0.3739735
1100,0,0.4117774
1101,0,0.37687606
1104,0,0.37882656
1105,0,0.37806812
1108,0,0.37916297
1109,0,0.37085268
1110,0,0.37528998
1111,0,0.37085268
1115,0,0.39544293
1117,0,0.37085268
1119,0,0.38184813
1122,0,0.37897506
1123,0,0.37103325
1124,0,0.37105003
1125,0,0.37085268
1126,0,0.379118
1127,0,0.37105003
1129,0,0.37085268
1131,1,0.38350987
1133,0,0.37672177
1134,1,0.41264778
1136,1,0.42434835
1137,0,0.3740947
1140,0,0.37358654
1142,0,0.37358654
1144,0,0.37309566
1145,0,0.37085268
1147,0,0.37806812
1150,0,0.37309566
1154,0,0.37085268
1156,0,0.41264778
1158,0,0.37085268
1159,0,0.37085268
1163,0,0.379118
1165,0,0.37085268
1166,0,0.3774997
1167,0,0.37597004
1170,0,0.37358654
1171,0,0.37305093
1172,0,0.37085268
1173,0,0.37085268
1175,0,0.37100542
1179,0,0.37358654
1183,0,0.37991512
1184,0,0.37085268
1186,0,0.37085268
1187,1,0.3806774
1188,0,0.37593323
1189,0,0.37504506
1191,0,0.3713281
1192,0,0.37105003
1193,1,0.40978405
1195,0,0.37105003
1197,0,0.37997454
1198,0,0.38144258
1203,0,0.38039693
1204,0,0.39478302
1205,0,0.39690837
1209,0,0.3834668
1210,0,0.37358654
1211,0,0.3742396
1213,0,0.3753555
1214,0,0.37452906
1215,0,0.37350592
1217,0,0.3742396
1218,0,0.37806234
1220,0,0.37305093
1223,0,0.3714723
1224,0,0.37488833
1226,0,0.38021824
1228,0,0.37085268
1229,0,0.39372543
1242,0,0.38375074
1243,0,0.3742396
1246,0,0.37108666
1248,0,0.37554014
1249,0,0.37085268
1252,0,0.41375905
1253,0,0.37085268
1254,0,0.37854722
1255,0,0.37085268
1256,0,0.37358654
1258,0,0.3715089
1260,0,0.37427717
1261,0,0.38216645
1262,0,0.37912607
1263,0,0.38119522
1264,0,0.37897965
1265,0,0.37325972
1269,0,0.3956773
1271,1,0.37105003
1274,0,0.4036438
1275,0,0.37100542
1277,0,0.3736181
1280,0,0.37682748
1281,0,0.37753236
1282,0,0.4146231
1285,0,0.37085268
1287,0,0.3715089
1288,0,0.3739735
1291,0,0.37085268
1295,0,0.37085268
1297,0,0.38146022
1300,0,0.38286394
1302,0,0.37085268
1303,0,0.37897506
1305,0,0.37358654
1307,0,0.37105003
1309,0,0.37610397
1313,0,0.37085268
1314,0,0.3741072
1316,0,0.37897173
1317,0,0.37374192
1321,0,0.38868394
1322,0,0.3714723
1327,0,0.37394947
1328,0,0.37897506
1330,0,0.3740947
1333,0,0.37309566
1334,0,0.41319743
1337,0,0.3751495
1339,0,0.37518626
1341,0,0.37085268
1343,0,0.37869257
1344,0,0.3753739
1346,0,0.3811582
1348,0,0.37358654
1352,0,0.38146022
1353,0,0.41432855
1357,0,0.37916297
1358,0,0.37085268
1360,0,0.37350592
1364,0,0.37105003
1373,0,0.37390405
1377,0,0.37862405
1378,0,0.37483957
1381,0,0.37129146
1382,0,0.37435624
1384,0,0.37085268
1385,0,0.37085268
1386,0,0.37334344
1391,0,0.3953634
1392,0,0.37358654
1393,0,0.37108666
1395,0,0.3774997
1398,0,0.37085268
1401,0,0.38343516
1406,0,0.3953634
1408,0,0.37394947
1410,0,0.37394947
1411,1,0.3834668
1412,0,0.4236215
1414,0,0.37730554
1417,0,0.37305093
1419,0,0.38283926
1420,0,0.38314867
1421,0,0.37305894
1424,0,0.37085268
1426,0,0.37129146
1427,0,0.37105003
1433,0,0.38304877
1437,0,0.37108666
1439,0,0.37334344
1440,0,0.37984002
1441,0,0.37105003
1442,0,0.39808765
1444,0,0.37085268
1447,1,0.42162195
1448,0,0.37578225
1449,1,0.39617163
1450,0,0.37516272
1451,0,0.3956773
1452,0,0.37358654
1454,0,0.3739735
1455,0,0.37358654
1457,0,0.3774997
1464,0,0.37085268
1465,0,0.37433657
1468,0,0.37593323
1472,0,0.37085268
1474,0,0.37397087
1475,0,0.37089726
1478,1,0.41264778
1479,0,0.37085268
1480,0,0.37440252
1483,0,0.37085268
1484,0,0.37562278
1487,0,0.3751145
1488,0,0.37361374
1489,0,0.37104204
1492,0,0.37095812
1495,0,0.4146231
1496,0,0.3715089
1497,0,0.3715089
1498,0,0.3714723
1499,0,0.37128118
1501,0,0.42434835
1502,0,0.37085268
1503,0,0.4146231
1505,0,0.3731602
1507,0,0.37305093
1508,0,0.38283926
1510,1,0.3761569
1511,0,0.37774476
1513,0,0.3740502
1515,0,0.37869257
1516,0,0.3742396
1517,0,0.4111579
1519,0,0.41432855
1521,0,0.37354264
1523,0,0.3774997
1524,0,0.37354264
1527,0,0.37105003
1528,0,0.37085268
1531,0,0.38389775
1534,0,0.37305093
1535,0,0.4207587
1536,0,0.37108016
1538,0,0.3731987
1539,0,0.3715089
1540,0,0.3736181
1541,0,0.37700483
1543,0,0.38106734
1547,1,0.40880716
1548,0,0.39656997
1550,0,0.37105003
1553,0,0.37443772
1554,0,0.37108666
1557,0,0.39818734
1559,0,0.37365845
1564,0,0.37556896
1565,0,0.37358654
1567,0,0.40418512
1569,0,0.38389775
1571,0,0.37085268
1572,0,0.37376732
1573,0,0.40833277
1574,0,0.3774997
1576,1,0.382517
1578,0,0.37108666
1580,0,0.37354264
1583,0,0.3753739
1584,0,0.37753236
1588,0,0.3956773
1589,0,0.37085268
1590,0,0.37085268
1591,0,0.37394947
1592,0,0.37897173
1594,0,0.38078818
1595,0,0.37105003
1596,1,0.42122447
1598,0,0.37085268
1600,0,0.4057485
1601,0,0.37869257
1602,0,0.37348807
1603,0,0.37089726
1604,0,0.37104204
1605,0,0.37085268
1606,0,0.3835938
1607,0,0.37435165
1610,0,0.37085268
1611,0,0.3714723
1613,0,0.3834668
1614,0,0.3808336
1617,0,0.3798798
1620,0,0.37394074
1621,0,0.37536618
1622,0,0.37354264
1623,0,0.37100542
1626,0,0.3712198
1629,0,0.37806812
1630,0,0.37085268
1631,0,0.3953634
1632,0,0.37354264
1633,0,0.37105003
1634,0,0.37085268
1638,0,0.37358654
1639,0,0.37165415
1641,0,0.37435165
1643,1,0.41614044
1644,0,0.37358654
1646,0,0.37554014
1649,0,0.37687606
1652,0,0.3953634
1658,0,0.38119522
1660,0,0.42219213
1665,0,0.37309566
1666,0,0.37085268
1667,0,0.4236215
1668,0,0.3714723
1669,0,0.38300002
1670,0,0.37358654
1672,0,0.37358654
1675,0,0.3715089
1676,0,0.37085268
1677,0,0.37085268
1679,0,0.37912607
1681,0,0.37085268
1683,0,0.37495428
1684,0,0.37105003
1685,0,0.37358654
1686,0,0.37869257
1688,0,0.37385926
1693,0,0.37358654
1694,0,0.40791592
1695,0,0.38570282
1697,0,0.38250595
1698,0,0.38144258
1699,0,0.37354264
1700,0,0.37687606
1703,0,0.37105003
1704,0,0.37822327
1706,0,0.39296123
1708,0,0.37085268
1709,0,0.37085268
1710,0,0.37394947
1712,0,0.3714723
1713,0,0.3811582
1718,0,0.39349648
1720,0,0.37378186
1721,0,0.3762172
1722,0,0.37358654
1724,0,0.37358654
1727,0,0.37108666
1729,0,0.3757191
1732,0,0.3715089
1733,0,0.3834668
1734,0,0.38283926
1735,0,0.37358654
1737,0,0.37085268
1738,0,0.37358654
1739,0,0.37354264
1740,0,0.4207587
1741,0,0.40254804
1743,0,0.37358654
1744,0,0.37085268
1746,0,0.37085268
1748,0,0.3827693
1755,0,0.4207587
1756,0,0.37412506
1757,0,0.3740581
1762,0,0.37358654
1764,0,0.38389775
1766,0,0.3712198
1770,0,0.37105003
1771,0,0.37869257
1772,1,0.3741072
1773,1,0.3861926
1778,0,0.37350592
1781,0,0.38375074
1782,0,0.38333648
1786,0,0.37350592
1787,0,0.37504506
1788,0,0.37358654
1791,0,0.37085268
1794,0,0.37404534
1797,0,0.37085268
1799,0,0.3767663
1800,0,0.37085268
1801,0,0.37680313
1804,0,0.37085268
1807,0,0.37108666
1808,0,0.37085268
1811,0,0.37959692
1816,0,0.42117926
1822,0,0.37358654
1824,0,0.4207587
1825,0,0.38963425
1828,0,0.4146231
1830,0,0.37473762
1832,0,0.4232258
1835,0,0.37358654
1836,0,0.37358654
1843,0,0.37396893
1848,0,0.37806812
1849,0,0.37103325
1853,0,0.38250595
1854,0,0.3734488
1855,0,0.38263673
1856,0,0.379118
1857,0,0.37127686
1858,0,0.37358654
1859,0,0.37085268
1861,0,0.4203522
1863,0,0.3777092
1868,1,0.42276156
1869,0,0.3765784
1875,0,0.3827566
1877,0,0.37104204
1880,0,0.3734979
1881,0,0.3714723
1882,0,0.37573704
1883,0,0.37897173
1886,0,0.3953634
1887,0,0.3774997
1889,0,0.3737327
1890,0,0.3812486
1891,0,0.37354264
1892,0,0.37806812
1894,0,0.37202922
1895,0,0.3714723
1896,0,0.38283926
1898,0,0.37358654
1899,0,0.37105003
1900,0,0.37806812
1904,0,0.37305093
1906,0,0.37681478
1909,0,0.37305093
1910,0,0.37085268
1911,0,0.4207587
1912,0,0.3734612
1913,0,0.37806812
1914,0,0.37358654
1915,0,0.3715089
1916,0,0.37394947
1917,0,0.37305894
1918,0,0.37085268
1920,0,0.37407842
1922,0,0.37085268
1923,0,0.4087678
1924,0,0.41264778
1925,0,0.37085268
1927,0,0.37085268
1929,0,0.37730554
1931,0,0.37085268
1932,0,0.4076779
1936,0,0.37687033
1937,0,0.37394074
1938,0,0.37129146
1941,0,0.37358654
1944,0,0.37358654
1947,0,0.37085268
1950,0,0.41432855
1951,0,0.3759807
1954,0,0.3834668
1956,0,0.37435165
1957,0,0.37085268
1958,0,0.37085268
1960,0,0.37085268
1961,0,0.37931412
1962,0,0.37085268
1964,0,0.37309566
1966,0,0.37510148
1971,0,0.4091278
1972,0,0.37593323
1974,1,0.42211172
1975,0,0.41432855
1976,0,0.3791215
1980,0,0.37358654
1981,0,0.37989464
1982,0,0.37305093
1983,0,0.37085268
1984,0,0.37085268
1985,0,0.3773035
1986,0,0.38361982
1987,0,0.37085268
1989,0,0.39463174
1990,0,0.40905073
1992,0,0.41032207
1993,0,0.37394947
1995,0,0.37085268
1999,0,0.37085268
2001,0,0.37443772
2003,0,0.40885618
2005,0,0.37869257
2006,0,0.38276318
2009,0,0.37085268
2013,0,0.38326567
2014,0,0.37389597
2016,0,0.37085268
2017,0,0.37363586
2020,0,0.41432855
2021,0,0.3715089
2022,0,0.37085268
2025,1,0.42434835
2027,0,0.3761502
2030,0,0.38053912
2032,0,0.37354264
2035,0,0.37354264
2036,0,0.37350592
2041,0,0.39372543
2043,0,0.37358654
2044,0,0.3715089
2046,1,0.37959692
2047,0,0.3956773
2051,0,0.37085268
2052,0,0.37309566
2053,0,0.3810788
2054,0,0.37085268
2055,0,0.37305093
2056,0,0.41800246
2058,0,0.3715089
2059,0,0.39346468
2060,0,0.37358654
2062,0,0.37929744
2064,0,0.37553614
2065,0,0.37778446
2066,0,0.37483898
2068,0,0.37389597
2071,0,0.37309566
2074,0,0.37085268
2077,0,0.37085268
2078,0,0.38389775
2079,0,0.37085268
2080,0,0.37085268
2083,0,0.37105003
2087,0,0.37394947
2089,0,0.374401
2090,0,0.37085268
2091,0,0.37085268
2095,0,0.37108666
2097,0,0.37341753
2098,0,0.37806812
2099,0,0.3714723
2100,0,0.37358654
2101,0,0.40064037
2105,0,0.37916297
2106,0,0.37129146
2107,0,0.37593323
2110,0,0.37680313
2112,0,0.37597004
2114,0,0.37814188
2115,0,0.41432855
2122,0,0.4047076
2123,0,0.38958496
2128,0,0.37085268
2129,0,0.37354264
2130,0,0.37851167
2132,0,0.37129146
2135,0,0.39428297
2138,0,0.37611336
2140,0,0.4155848
2141,0,0.37869257
2142,0,0.37483138
2143,0,0.4120038
2147,0,0.37869257
2148,0,0.37309566
2154,0,0.42325336
2155,0,0.37104204
2156,0,0.37085268
2160,0,0.37358654
2162,0,0.37408388
2164,0,0.37085268
2165,0,0.37358654
2167,0,0.3878903
2168,0,0.38375074
2170,0,0.37129146
2172,0,0.37358654
2173,0,0.37458152
2174,0,0.3713281
2175,0,0.37354264
2176,0,0.37085268
2178,0,0.4083817
2180,0,0.42257586
2181,0,0.37085268
2183,0,0.37358654
2191,0,0.37085268
2192,0,0.37085268
2193,0,0.37085268
2197,0,0.37435165
2202,0,0.37573704
2204,0,0.37806812
2205,0,0.37129146
2206,0,0.38188544
2207,0,0.37085268
2212,0,0.37085268
2217,0,0.38283008
2219,0,0.38146022
2220,0,0.37085268
2221,0,0.37108666
2223,0,0.3768139
2225,0,0.37105003
2226,0,0.3908782
2227,0,0.37085268
2228,0,0.37573475
2231,0,0.37500834
2232,0,0.37309566
2233,0,0.37104204
2236,0,0.37358654
2238,0,0.38991663
2240,0,0.37897506
2246,0,0.37508982
2247,0,0.41432855
2249,0,0.37354264
2250,0,0.3742396
2252,0,0.37500834
2255,0,0.37085268
2256,0,0.37812033
2258,0,0.3757191
2259,0,0.37869257
2260,0,0.3799231
2263,0,0.37350592
2264,0,0.4059408
2265,0,0.39685827
2267,0,0.37104204
2268,0,0.42286572
2270,0,0.384187
2271,0,0.37085268
2272,0,0.3745375
2273,0,0.37085268
2274,0,0.37108666
2276,0,0.37104204
2277,1,0.3758884
2280,0,0.37350592
2281,0,0.37858635
2282,0,0.37279692
2288,0,0.37374514
2292,0,0.3715089
2294,0,0.3753368
2295,0,0.37105003
2296,0,0.4083817
2297,1,0.37869257
2298,0,0.3941205
2299,0,0.37105003
2309,0,0.3715089
2310,0,0.37350592
2312,0,0.38389775
2314,0,0.37085268
2317,0,0.40848228
2319,0,0.37085268
2320,0,0.37085268
2321,0,0.37085268
2324,0,0.37085268
2326,0,0.37365258
2331,1,0.4236215
2335,0,0.37869257
2336,0,0.37085268
2339,0,0.38765517
2340,0,0.37085268
2342,0,0.37834427
2343,0,0.37089726
2346,0,0.37925592
2352,0,0.41432855
2353,0,0.37104204
2354,0,0.37521765
2355,0,0.37085268
2356,0,0.3744256
2357,0,0.37305093
2360,0,0.3736181
2362,0,0.38283926
2365,0,0.37806812
2367,0,0.42032856
2368,0,0.37085268
2371,0,0.37085268
2372,0,0.37085268
2374,0,0.3755769
2376,0,0.37108666
2378,0,0.37434566
2379,0,0.37309566
2380,0,0.3777816
2381,0,0.37365258
2382,0,0.37085268
2383,0,0.37085268
2389,0,0.39939192
2390,0,0.37111676
2391,0,0.37358654
2398,0,0.37350592
2399,0,0.37104204
2402,0,0.37103325
2404,0,0.37806812
2405,0,0.3740581
2406,0,0.37085268
2409,0,0.3882811
2411,0,0.37389597
2412,0,0.4214641
2413,0,0.37575403
2415,0,0.4236215
2417,0,0.37085268
2418,0,0.37358654
2419,0,0.40565246
2420,0,0.3774997
2424,0,0.37105003
2426,0,0.37687606
2427,0,0.37085268
2428,0,0.37085268
2429,0,0.38833708
2431,0,0.3857707
2432,0,0.37085268
2435,0,0.3777013
2436,0,0.37806812
2441,0,0.4147968
2443,0,0.40855736
2445,0,0.3777816
2446,0,0.3713281
2447,0,0.3740581
2448,0,0.3715089
2450,0,0.37085268
2451,0,0.4054015
2452,0,0.3768139
2453,0,0.37518626
2454,0,0.37301424
2455,0,0.3715089
2457,0,0.37680313
2459,0,0.37358654
2460,0,0.37085268
2461,0,0.37085268
2467,0,0.37323278
2468,0,0.37912607
2469,0,0.37105003
2471,1,0.3789268
2472,0,0.38367563
2473,0,0.37100542
2474,0,0.37354264
2475,0,0.37664422
2477,0,0.37305894
2479,0,0.3711471
2480,0,0.37806812
2481,0,0.37108666
2485,0,0.37490943
2486,0,0.42049414
2489,0,0.37085268
2490,0,0.37085268
2491,0,0.3830222
2492,0,0.37085268
2496,0,0.3850899
2497,0,0.37893814
2498,0,0.37105003
2500,0,0.37085268
2502,0,0.37105003
2505,0,0.38276318
2506,0,0.37085268
2508,0,0.37085268
2510,0,0.37851033
2513,0,0.37085268
2514,0,0.37358654
2518,0,0.3736253
2519,0,0.37358654
2520,0,0.3734979
2522,0,0.38283926
2523,0,0.37108666
2524,0,0.3715089
2526,1,0.3798798
2532,0,0.37085268
2534,0,0.37309566
2535,0,0.37164745
2536,0,0.37827215
2540,1,0.3888383
2547,0,0.37358654
2550,0,0.37085268
2551,0,0.37104204
2552,0,0.37085268
2553,0,0.3798798
2554,0,0.38318285
2557,0,0.37792838
2559,0,0.37358654
2560,0,0.37504506
2562,0,0.37085268
2564,0,0.38876665
2565,0,0.37394074
2568,0,0.37085268
2569,0,0.39426166
2570,1,0.37358654
2571,0,0.37595364
2575,0,0.3715089
2576,0,0.37395635
2577,0,0.37358654
2579,0,0.37573704
2583,0,0.37358654
2584,0,0.41703427
2585,0,0.37858635
2587,0,0.37770185
2590,0,0.37365258
2592,0,0.37394947
2593,0,0.37305093
2598,0,0.37573704
2602,0,0.38375074
