ID,TARGET
810,0.3953597
817,0.37103325
819,0.37936872
821,0.37085268
824,0.42325336
825,0.37129146
826,0.41895434
830,0.37104204
831,0.37492284
832,0.37085268
833,0.37394074
837,0.37358654
839,0.37085268
840,0.37100542
841,0.37869257
842,0.37182477
843,0.37108666
844,0.37872714
845,0.37085268
848,0.37520614
853,0.37510368
854,0.37089726
855,0.37085268
856,0.37443772
861,0.37309566
865,0.37573704
866,0.37085268
867,0.37385926
870,0.3713281
871,0.38703808
872,0.37358654
873,0.37358654
874,0.379118
875,0.37301424
876,0.37108666
879,0.37358654
880,0.37085268
883,0.3742396
884,0.37316832
886,0.37385926
890,0.37085268
892,0.3812674
893,0.37806812
894,0.37427622
895,0.3761377
896,0.37687606
897,0.37085268
899,0.41589418
900,0.37100542
901,0.37309566
902,0.4211712
905,0.37309566
912,0.3779009
914,0.4236215
915,0.38237026
917,0.4031515
918,0.37085268
919,0.37358654
921,0.37305093
922,0.37354264
923,0.37104204
926,0.37105003
929,0.37174788
930,0.37085268
931,0.38146022
937,0.37085268
938,0.37354264
939,0.374401
941,0.37869257
946,0.37100542
947,0.3776168
950,0.37085268
951,0.37085268
952,0.37358654
953,0.37394074
954,0.37089726
955,0.37358654
956,0.41319743
957,0.37959692
960,0.37869257
963,0.4232258
966,0.3747241
969,0.3774997
971,0.37305093
972,0.37085268
975,0.37387893
980,0.37305894
982,0.38375074
983,0.3714723
985,0.38238683
987,0.37341753
988,0.37320453
991,0.37085268
992,0.37085268
995,0.41068733
996,0.37085268
998,0.37085268
1001,0.4146231
1002,0.3714723
1004,0.37358654
1005,0.37418002
1010,0.37085268
1011,0.37085268
1012,0.37085268
1013,0.37504506
1014,0.3715089
1015,0.3801959
1016,0.37085268
1022,0.37108666
1023,0.37869257
1024,0.37085268
1025,0.37358654
1026,0.4160044
1028,0.3732509
1029,0.37309566
1032,0.3953597
1034,0.37378186
1036,0.37358654
1037,0.37108666
1039,0.38682458
1042,0.37358654
1045,0.37573704
1046,0.3757394
1050,0.37305093
1052,0.37438792
1055,0.37358654
1057,0.37309566
1058,0.37085268
1060,0.37085268
1062,0.37085268
1063,0.37730554
1064,0.3774818
1065,0.37367618
1066,0.37115917
1067,0.41220173
1068,0.37759063
1070,0.39473823
1072,0.3742396
1077,0.42355278
1078,0.37085268
1079,0.37085268
1081,0.37869257
1082,0.42122447
1093,0.37389597
1094,0.37730554
1102,0.3734979
1103,0.38539612
1106,0.3714723
1107,0.4236215
1112,0.37869257
1113,0.37085268
1114,0.3749151
1116,0.37309566
1118,0.38970527
1120,0.37381274
1121,0.37869257
1128,0.374705
1130,0.38792318
1132,0.37085268
1135,0.37178752
1138,0.3981352
1139,0.37085268
1141,0.37358654
1143,0.41432855
1146,0.40865004
1148,0.37358654
1149,0.37389597
1151,0.37085268
1152,0.37358654
1153,0.37085268
1155,0.37457138
1157,0.3714723
1160,0.3758494
1161,0.3713281
1162,0.37806812
1164,0.37991512
1168,0.37394074
1169,0.37085268
1174,0.41127622
1176,0.37100542
1177,0.42307082
1178,0.37611336
1180,0.3788235
1181,0.38027152
1182,0.38829803
1185,0.37085268
1190,0.37105003
1194,0.37085268
1196,0.38286394
1199,0.37394947
1200,0.37573475
1201,0.37085268
1202,0.3780288
1206,0.4278824
1207,0.37508982
1208,0.37089726
1212,0.37435624
1216,0.37085268
1219,0.38095713
1221,0.37085268
1222,0.37085268
1225,0.3736181
1227,0.37358654
1230,0.3773136
1231,0.37358654
1232,0.37358654
1233,0.37085268
1234,0.3879115
1235,0.37542439
1236,0.39478302
1237,0.37908518
1238,0.37717843
1239,0.3736181
1240,0.37916297
1241,0.37085268
1244,0.3824877
1245,0.37816522
1247,0.37358654
1250,0.3747503
1251,0.37085268
1257,0.37085268
1259,0.37085268
1266,0.3941809
1267,0.42394975
1268,0.37334344
1270,0.4241224
1272,0.37354264
1273,0.41061142
1276,0.3781834
1278,0.37089726
1279,0.38286394
1283,0.37579346
1284,0.37358654
1286,0.37129146
1289,0.37680313
1290,0.37105003
1292,0.37309566
1293,0.37806812
1294,0.42656514
1296,0.38283926
1298,0.37085268
1299,0.3953634
1301,0.37108666
1304,0.37792838
1306,0.3742396
1308,0.3830479
1310,0.3767584
1311,0.37085268
1312,0.3779394
1315,0.37085268
1318,0.38283926
1319,0.37109503
1320,0.37085268
1323,0.3715089
1324,0.37354264
1325,0.3756418
1326,0.37354264
1329,0.4207587
1331,0.38389775
1332,0.38099912
1335,0.37085268
1336,0.4213173
1338,0.37630513
1340,0.3945157
1342,0.37085268
1345,0.37085268
1347,0.37085268
1349,0.37358654
1350,0.3864383
1351,0.37129146
1354,0.37309566
1355,0.38021824
1356,0.37358654
1359,0.37680313
1361,0.4370501
1362,0.4212639
1363,0.4083817
1365,0.37354264
1366,0.37680313
1367,0.37573704
1368,0.3710337
1369,0.3714723
1370,0.37869257
1371,0.3736181
1372,0.4135879
1374,0.3715089
1375,0.39480802
1376,0.3793435
1379,0.37435165
1380,0.37358654
1383,0.37358654
1387,0.38103217
1388,0.39090514
1389,0.37309566
1390,0.37572557
1394,0.37869257
1396,0.41614044
1397,0.40737116
1399,0.3739735
1400,0.37358654
1402,0.39647654
1403,0.3795905
1404,0.3879395
1405,0.38902557
1407,0.3755321
1409,0.37085268
1413,0.37085268
1415,0.37929744
1416,0.3761502
1418,0.37085268
1422,0.37085268
1423,0.37100542
1425,0.37309566
1428,0.37358654
1429,0.37354264
1430,0.37358654
1431,0.3875638
1432,0.37085268
1434,0.37105003
1435,0.37085268
1436,0.4370501
1438,0.37085268
1443,0.3814331
1445,0.3743447
1446,0.38281235
1453,0.37321323
1456,0.37320453
1458,0.3759148
1459,0.3712198
1460,0.37916297
1461,0.4169823
1462,0.42114794
1463,0.37358654
1466,0.41432855
1467,0.38204908
1469,0.3834668
1470,0.37108016
1471,0.4083817
1473,0.3715089
1476,0.3713281
1477,0.3752958
1481,0.37358654
1482,0.37700063
1485,0.40315363
1486,0.42172602
1490,0.37464684
1491,0.4083817
1493,0.37085268
1494,0.38375074
1500,0.37354264
1504,0.37483898
1506,0.37085268
1509,0.37309566
1512,0.37869257
1514,0.38430902
1518,0.37358654
1520,0.37085268
1522,0.402777
1525,0.4083817
1526,0.3879115
1529,0.42162195
1530,0.3833136
1532,0.37085268
1533,0.3767663
1537,0.37753648
1542,0.37831256
1544,0.3774997
1545,0.42172602
1546,0.4083817
1549,0.38730067
1551,0.37085268
1552,0.37085268
1555,0.37358654
1556,0.37085268
1558,0.4146231
1560,0.37085268
1561,0.3784922
1562,0.37085268
1563,0.37105003
1566,0.37105003
1568,0.37611336
1570,0.37358654
1575,0.3953634
1577,0.3742396
1579,0.37085268
1581,0.374401
1582,0.37960368
1585,0.37858635
1586,0.37105003
1587,0.37108666
1593,0.37610078
1597,0.41870132
1599,0.37626448
1608,0.37085268
1609,0.37358654
1612,0.37381274
1615,0.37085268
1616,0.3768306
1618,0.3753739
1619,0.37085268
1624,0.37085268
1625,0.38237026
1627,0.37085268
1628,0.4217425
1635,0.37085268
1636,0.39281264
1637,0.37358654
1640,0.37358654
1642,0.37544417
1645,0.37573704
1647,0.37085268
1648,0.4207587
1650,0.37309566
1651,0.37968707
1653,0.37085268
1654,0.37128118
1655,0.37315392
1656,0.37912607
1657,0.40315363
1659,0.41201705
1661,0.39941528
1662,0.37644032
1663,0.39478302
1664,0.37869257
1671,0.37358654
1673,0.37358654
1674,0.37297046
1678,0.37085268
1680,0.37463272
1682,0.3768062
1687,0.37108666
1689,0.3714723
1690,0.37444758
1691,0.37389597
1692,0.37758166
1696,0.3712198
1701,0.38105786
1702,0.3789268
1705,0.37358654
1707,0.37766993
1711,0.37358654
1714,0.379118
1715,0.4105999
1716,0.37581775
1717,0.3714723
1719,0.37085268
1723,0.37085268
1725,0.37301424
1726,0.4278824
1728,0.37089726
1730,0.37309566
1731,0.37108666
1736,0.37305093
1742,0.4236215
1745,0.38389775
1747,0.41410667
1749,0.3767663
1750,0.38283926
1751,0.37129146
1752,0.3765048
1753,0.38946497
1754,0.37085268
1758,0.41401166
1759,0.37610006
1760,0.37435165
1761,0.37358654
1763,0.37605238
1765,0.3830479
1767,0.37959692
1768,0.37085268
1769,0.3714723
1774,0.37508982
1775,0.3834668
1776,0.37085268
1777,0.3740581
1779,0.37984002
1780,0.37085268
1783,0.37085268
1784,0.37301424
1785,0.37309566
1789,0.37358654
1790,0.38283926
1792,0.37394074
1793,0.37991512
1795,0.37085268
1796,0.37305093
1798,0.37897173
1802,0.37108666
1803,0.37628102
1805,0.37309566
1806,0.3759252
1809,0.37637952
1810,0.37085268
1812,0.37394947
1813,0.37854722
1814,0.3837137
1815,0.38201988
1817,0.37671223
1818,0.37384933
1819,0.37358654
1820,0.37354264
1821,0.39853486
1823,0.3837137
1826,0.37597004
1827,0.37439296
1829,0.4207587
1831,0.3715089
1833,0.37945753
1834,0.3737397
1837,0.3774997
1838,0.37085268
1839,0.37085268
1840,0.3780288
1841,0.37500834
1842,0.3752434
1844,0.37165415
1845,0.37390405
1846,0.37085268
1847,0.37085268
1850,0.37085268
1851,0.37806812
1852,0.37085268
1860,0.37897173
1862,0.37869257
1864,0.41244635
1865,0.37085268
1866,0.37687606
1867,0.37869257
1870,0.37404135
1871,0.3753372
1872,0.37358654
1873,0.37085268
1874,0.40296212
1876,0.37525114
1878,0.37986976
1879,0.4083817
1884,0.3753739
1885,0.37108666
1888,0.37869257
1893,0.37609184
1897,0.37806812
1901,0.3715089
1902,0.37085268
1903,0.37085268
1905,0.37959692
1907,0.37103325
1908,0.4239193
1919,0.41418284
1921,0.41180003
1926,0.37085268
1928,0.37129146
1930,0.4083817
1933,0.3848511
1934,0.37085268
1935,0.37916297
1939,0.42325336
1940,0.37358654
1942,0.37316832
1943,0.37365258
1945,0.37085268
1946,0.37905353
1948,0.37806812
1949,0.37573475
1952,0.3774997
1953,0.3715089
1955,0.37358654
1959,0.37404135
1963,0.37085268
1965,0.38253218
1967,0.37358654
1968,0.37480226
1969,0.37085268
1970,0.3834668
1973,0.37103325
1977,0.41797203
1978,0.37085268
1979,0.37305093
1988,0.37730554
1991,0.37394947
1994,0.37085268
1996,0.3715089
1997,0.371203
1998,0.37350592
2000,0.3960771
2002,0.37309566
2004,0.3744944
2007,0.37806812
2008,0.37085268
2010,0.3715089
2011,0.38318273
2012,0.37852493
2015,0.37309566
2018,0.37105003
2019,0.37085268
2023,0.37605238
2024,0.3834668
2026,0.37085268
2028,0.37085268
2029,0.37085268
2031,0.37358654
2033,0.37806812
2034,0.39975652
2037,0.40977898
2038,0.37358654
2039,0.37354264
2040,0.37085268
2042,0.37085268
2045,0.3742396
2048,0.3739499
2049,0.3774997
2050,0.3738422
2057,0.37610078
2061,0.3736181
2063,0.3791215
2067,0.3740581
2069,0.37508982
2070,0.37358654
2072,0.42464662
2073,0.38353875
2075,0.37085268
2076,0.40262625
2081,0.37358654
2082,0.3798798
2084,0.38505015
2085,0.38375074
2086,0.37358654
2088,0.3827566
2092,0.39520827
2093,0.38102543
2094,0.37085268
2096,0.4147968
2102,0.37358654
2103,0.40562987
2104,0.37959692
2108,0.39463174
2109,0.3872354
2111,0.3774997
2113,0.3743542
2116,0.3822957
2117,0.37806812
2118,0.3753199
2119,0.37085268
2120,0.37085268
2121,0.3714723
2124,0.3834668
2125,0.37851033
2126,0.3736952
2127,0.42211172
2131,0.37085268
2133,0.37893394
2134,0.3870517
2136,0.3714723
2137,0.39414194
2139,0.376603
2144,0.37085268
2145,0.3753739
2146,0.38119522
2149,0.37492612
2150,0.37305093
2151,0.3780153
2152,0.37085268
2153,0.37085268
2157,0.39855504
2158,0.37358654
2159,0.37305093
2161,0.37085268
2163,0.3715089
2166,0.3784073
2169,0.37301424
2171,0.39512882
2177,0.38219664
2179,0.38375074
2182,0.37085268
2184,0.4145728
2185,0.37806812
2186,0.37106386
2187,0.37305093
2188,0.3759252
2189,0.37085268
2190,0.4083817
2194,0.37320453
2195,0.37085268
2196,0.37508982
2198,0.38361883
2199,0.37452906
2200,0.3712383
2201,0.37354264
2203,0.3834668
2208,0.37085268
2209,0.37495172
2210,0.37390405
2211,0.37085268
2213,0.37305894
2214,0.37490943
2215,0.42099175
2216,0.37085268
2218,0.37365258
2222,0.37869257
2224,0.37085268
2229,0.37105003
2230,0.3732509
2234,0.38338456
2235,0.3736181
2237,0.37358654
2239,0.37085268
2241,0.3712198
2242,0.37085268
2243,0.37808064
2244,0.37085268
2245,0.37106386
2248,0.37951222
2251,0.37350592
2253,0.41249904
2254,0.37309566
2257,0.37085268
2261,0.38364732
2262,0.37358654
2266,0.37316832
2269,0.3714723
2275,0.37435165
2278,0.37085268
2279,0.37316832
2283,0.37362966
2284,0.37806812
2285,0.37435165
2286,0.37085268
2287,0.3952187
2289,0.40833277
2290,0.3956773
2291,0.37358654
2293,0.37358654
2300,0.37508982
2301,0.37085268
2302,0.3864006
2303,0.37610006
2304,0.37085268
2305,0.37680313
2306,0.37806812
2307,0.37381274
2308,0.41244635
2311,0.37605238
2313,0.37687606
2315,0.37085268
2316,0.38352928
2318,0.42073825
2322,0.37365133
2323,0.37129146
2325,0.37796074
2327,0.37358654
2328,0.38375074
2329,0.3833374
2330,0.37387893
2332,0.37085268
2333,0.3713281
2334,0.3799276
2337,0.37427622
2338,0.3834668
2341,0.3963399
2344,0.3774818
2345,0.37305093
2347,0.37305894
2348,0.37508982
2349,0.37085268
2350,0.37129146
2351,0.3793066
2358,0.37714925
2359,0.38283926
2361,0.3742396
2363,0.37365195
2364,0.37354264
2366,0.3835245
2369,0.37085268
2370,0.407831
2373,0.37806812
2375,0.37354264
2377,0.376603
2384,0.37991512
2385,0.37389597
2386,0.38230762
2387,0.37085268
2388,0.3751938
2392,0.37358654
2393,0.37573704
2394,0.37358654
2395,0.37378186
2396,0.37358654
2397,0.3736181
2400,0.37358654
2401,0.37367618
2403,0.37398592
2407,0.39998287
2408,0.37869257
2410,0.37085268
2414,0.41666624
2416,0.4236215
2421,0.37085268
2422,0.3774818
2423,0.37858635
2425,0.37869257
2430,0.3715089
2433,0.37301424
2434,0.37812033
2437,0.37869257
2438,0.37358654
2439,0.38703808
2440,0.380151
2442,0.37508982
2444,0.37394074
2449,0.37085268
2456,0.37358654
2458,0.37548345
2462,0.37085268
2463,0.37108666
2464,0.3713281
2465,0.37085268
2466,0.37538582
2470,0.41244635
2476,0.37358654
2478,0.37806812
2482,0.42325336
2483,0.37358654
2484,0.41270563
2487,0.37105003
2488,0.3774997
2493,0.37305093
2494,0.37105003
2495,0.3774997
2499,0.37358654
2501,0.3796212
2503,0.37452906
2504,0.37085268
2507,0.37358654
2509,0.37085268
2511,0.37730554
2512,0.38076234
2515,0.37490943
2516,0.37354264
2517,0.37358654
2521,0.4204825
2525,0.37085268
2527,0.38375074
2528,0.37085268
2529,0.37120396
2530,0.37341753
2531,0.4153765
2533,0.37431493
2537,0.3740581
2538,0.37358654
2539,0.3749512
2541,0.3735486
2542,0.40833277
2543,0.37108666
2544,0.37085268
2545,0.37735236
2546,0.37108666
2548,0.37869257
2549,0.37341753
2555,0.37085268
2556,0.37435624
2558,0.3752969
2561,0.41614044
2563,0.41021675
2566,0.37350592
2567,0.39001808
2572,0.37129146
2573,0.37385926
2574,0.37358654
2578,0.3714723
2580,0.37519947
2581,0.37334344
2582,0.37085268
2586,0.37593284
2588,0.37105003
2589,0.37676916
2591,0.37358654
2594,0.37897506
2595,0.37407404
2596,0.38283926
2597,0.3713281
2599,0.37365922
2600,0.37358654
2601,0.37851033
2611,0.37297046
2613,0.37358654
2614,0.37085268
2615,0.37358654
2616,0.42166764
2617,0.37869257
2618,0.37305093
2619,0.37597004
2626,0.37305093
2630,0.42220578
2632,0.37108016
2636,0.37354264
2639,0.37869257
2642,0.37108666
2644,0.4216741
2647,0.37358654
2648,0.4239193
2649,0.39580858
2651,0.3740581
2652,0.38375074
2656,0.42128438
2658,0.38936687
2664,0.37165415
2667,0.38887566
2669,0.37362966
2670,0.37085268
2671,0.4215177
2672,0.4215063
2673,0.37085268
2678,0.3746521
2679,0.37597004
2682,0.37085268
2684,0.3714723
2685,0.3774997
2687,0.3714723
2689,0.37129146
2700,0.37085268
2701,0.37358654
2702,0.37394074
2704,0.37806812
2707,0.37305093
2710,0.37389636
2713,0.37358654
2715,0.38286394
2716,0.37869352
2724,0.37120396
2726,0.38283926
2727,0.37085268
2728,0.37435165
2730,0.3714723
2731,0.388462
2733,0.3774997
2736,0.37358654
2737,0.37542439
2739,0.37680313
2740,0.37085268
2741,0.37508982
2745,0.38349098
2747,0.4239193
2749,0.3767216
2751,0.37100542
2752,0.37483898
2759,0.4146231
2760,0.37085268
2764,0.37085268
2766,0.37358654
2769,0.37508982
2772,0.3920397
2773,0.37085268
2774,0.37085268
2776,0.37309566
2779,0.37358654
2782,0.4146231
2783,0.37085268
2788,0.37085268
2789,0.37393418
2791,0.37085268
2793,0.37394074
2794,0.37085268
2796,0.3715089
2801,0.37452906
2803,0.3793066
2804,0.37105003
2805,0.37358654
2806,0.43825433
2808,0.37806812
2809,0.37573704
2812,0.3742396
2814,0.3936996
2815,0.37452906
2816,0.3834668
2817,0.41264778
2819,0.40351796
2821,0.41432855
2822,0.37439296
2825,0.37165415
2827,0.37085268
2829,0.3742396
2830,0.37305894
2831,0.37085268
2833,0.37085268
2838,0.37888706
2839,0.37806812
2843,0.37108666
2845,0.3714723
2849,0.37394074
2850,0.37305894
2852,0.37394074
2859,0.37085268
2861,0.37085268
2862,0.37483898
2863,0.3750531
2865,0.37085268
2866,0.4106163
2867,0.38107082
2869,0.3795905
2871,0.37085268
2872,0.37358654
2873,0.4207587
2874,0.37309566
2876,0.37427622
2877,0.3714723
2880,0.3957933
2881,0.37085268
2882,0.3777816
2885,0.37375984
2886,0.37584502
2888,0.37129146
2889,0.37593323
2891,0.38042104
2892,0.37428284
2893,0.4146231
2897,0.38283926
2898,0.37806812
2899,0.37358654
2901,0.37611336
2903,0.39478302
2904,0.37305093
2905,0.37316832
2906,0.37806812
2908,0.37354264
2910,0.3953634
2913,0.37108666
2914,0.37085268
2915,0.37085268
2917,0.37305093
2918,0.37504506
2919,0.4146231
2920,0.37986976
2921,0.3758884
2922,0.39544293
2925,0.378407
2926,0.37389597
2927,0.37358654
2928,0.37766993
2929,0.37085268
2930,0.37293214
2936,0.37105003
2944,0.37085268
2949,0.3714723
2950,0.37327543
2951,0.37345678
2952,0.37309566
2955,0.37379938
2957,0.37305093
2959,0.3735502
2960,0.37358654
2961,0.38049266
2963,0.37394947
2966,0.37085268
2967,0.3774997
2968,0.37527958
2969,0.37747183
2970,0.37399632
2972,0.3861303
2973,0.37354264
2974,0.37089726
2975,0.4210377
2976,0.3734487
2980,0.37085268
2983,0.37381274
2984,0.41418284
2986,0.37305093
2988,0.37519458
2989,0.3768696
2990,0.37128118
2991,0.3876207
2994,0.37358654
2995,0.39599773
2997,0.37434566
3000,0.3736181
3001,0.3751495
3002,0.37085268
3003,0.39383653
3005,0.37085268
3007,0.37085268
3008,0.37508982
3009,0.37687606
3011,0.37321323
3012,0.3956773
3015,0.37358654
3017,0.37309566
3019,0.39372173
3022,0.3739735
3025,0.37687606
3027,0.39270705
3028,0.37309566
3030,0.37358654
3031,0.37085268
3033,0.37348536
3035,0.37756053
3036,0.3753372
3037,0.37085268
3039,0.37105003
3041,0.3953634
3046,0.37085268
3047,0.37105003
3048,0.37105003
3050,0.38305348
3051,0.37105003
3053,0.37120396
3055,0.39544293
3056,0.37611336
3058,0.3735949
3060,0.41823715
3062,0.38129842
3063,0.39312485
3064,0.40820307
3065,0.4239193
3067,0.3788079
3069,0.37605238
3070,0.39544293
3072,0.43042958
3073,0.37100542
3074,0.37085268
3079,0.38335028
3080,0.3949018
3083,0.37730554
3084,0.37305093
3089,0.37358654
3093,0.37085268
3094,0.39463174
3096,0.38283926
3098,0.3713281
3100,0.37305894
3101,0.37897506
3102,0.37452906
3104,0.37887213
3105,0.37720627
3106,0.37358654
3109,0.37666243
3110,0.3755375
3111,0.38009724
3113,0.3956773
3115,0.38973364
3116,0.37358654
3120,0.37608945
3122,0.37085268
3124,0.37358654
3128,0.37085268
3129,0.37731758
3130,0.37916297
3132,0.37399092
3133,0.37309566
3135,0.3761263
3138,0.37129146
3139,0.37834576
3140,0.41432855
3143,0.37085268
3146,0.42114794
3148,0.41378424
3149,0.3958005
3150,0.37869257
3152,0.39376074
3153,0.40901604
3154,0.38532028
3155,0.37358654
3159,0.37354264
3162,0.37085268
3163,0.43745068
3164,0.37305093
3166,0.37851033
3167,0.3774997
3168,0.37085268
3171,0.37085268
3172,0.3798798
3173,0.37085268
3177,0.42119944
3181,0.37358654
3183,0.41944036
3185,0.3774997
3186,0.37085268
3190,0.37414017
3192,0.37085268
3193,0.3878219
3194,0.37611336
3195,0.37377775
3197,0.37085268
3200,0.37806812
3201,0.38283926
3206,0.384466
3207,0.37354264
3208,0.37910727
3210,0.41432855
3211,0.37358654
3214,0.3718531
3216,0.37085268
3217,0.3735798
3218,0.37869257
3219,0.37407684
3223,0.37085268
3224,0.37330672
3227,0.39690837
3229,0.37085268
3230,0.37341753
3231,0.37774476
3232,0.37755245
3234,0.40941286
3241,0.37301424
3242,0.37358654
3244,0.3834668
3246,0.38453433
3248,0.37309566
3249,0.37766916
3250,0.37085268
